"","authors","title","year_3","donwscaling_approach","allocation_method","downscaling_scale","location_name","control_variable","variable_description","variable_extra_description","response_variable","response_ecosystem","global_limit_considered","time_serie","year_15","boundary_percapita","territorial_boundary","footprint_percapita","territorial_footprint","overshoot","geographical_extent","grain_resolution","environmental_performance","data_reference","social_policy_involved","observations","boundary_studied","variables_considered_for_quantification","publication_year","year","x28"
"1","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"2413 Mt CO2e",NA,NA,NA,"consumption-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used consumption-based accounts (CBA) (Lenzen et al., 2012, Lenzen et al., 2013). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"2","Røkås T.; Gómez-Baggethun E.","Defining a safe and just operating space for the Norwegian economy","2025","top down","inter- and intra-generational sharing principle","country","norway","GHG emissions to stay within 1.5C","The remaining cumulative greenhouse gas emissions (excluding land cover changes) for a 50 % chance to stay below 1.5 °C by 2055 compared with pre-industrial level","CO2 budget adopted for Norway is an equal (per capita) share of the predicted world population between 1990 and 2055 (Statistics Norway; UN, 2019), accounting for accumulated emissions from 1990 to 2019 (Gütschow et al., 2021) and a carbon budget for a 50 % chance of staying within temperature rise of 1.5 °C equal to 500Gt CO2 (IPCC, 2021).",NA,NA,NA,"1990-2000",NA,NA,"1129 Mt CO2e",NA,"1655 Mt CO2e",NA,NA,NA,"production-based","Eora MRIO; IPCC, 2021; PRIMAP; Statistics Norway; United Nations, 2019",NA,"To measure emissions, we used both production-based accounts (PBA) (Statistics Norway, 2023b). inter- and intra-generational sharing principle (Dao et al., 2018)","Climate change",NA,NA,NA,NA
"4017","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","yunnan","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"121.82 Mt C",NA,"44.04 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4018","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","xinjiang","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"57.84 Mt C",NA,"34.69 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4019","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","tianjin","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"34.39 Mt C",NA,"26.34 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4020","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","taiwan","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"61.42 Mt C",NA,"14.01 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4021","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","sichuan","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"212.97 Mt C",NA,"97.03 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4022","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","shanghai","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"60.97 Mt C",NA,"60.29 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4023","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","shannxi","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"98.87 Mt C",NA,"60.10 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4024","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","shanxi","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"94.61 Mt C",NA,"34.20 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4025","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","shandong","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"253.81 Mt C",NA,"104.12 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4026","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","qinghai","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"14.90 Mt C",NA,"71.59 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4027","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","ningxia","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"16.76 Mt C",NA,"2.93 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4028","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","inner mongolia","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"65.44 Mt C",NA,"32.39 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4029","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","liaoning","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"115.82 Mt C",NA,"74.55 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4030","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","jiangxi","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"118.12 Mt C",NA,"105.14 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4031","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","jiangsu","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"208.31 Mt C",NA,"85.02 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4032","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","jilin","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"72.72 Mt C",NA,"47.17 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4033","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","hunan","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"173.92 Mt C",NA,"115.14 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
"4034","Meng F.; Liao D.; Wang D.; Liu G.; Liang S.; Cristiano S.; Li X.; Yang Z.","A Consumption-Based Integrated Framework for Subnational Absolute Environmental Sustainability Management","2024","top down","equal share per capita","province","hubei","human appropriation of net primary production (HANPP)","HANPP is the difference between the net primary productivity that a natural ecosystem may create in the absence of human disturbance (NPPpot) and the net primary productivity that is still there in the ecosystem after human harvesting and usage (Liu et al., 2020).",NA,NA,NA,NA,NA,"2010",NA,"151.63 Mt C",NA,"94.66 Mt C",NA,NA,NA,NA,NA,NA,"consumption-based environmentl footprint","Land-system_change",NA,NA,NA,NA
